gene,chr,start,end,strand,length,control1,control2,control3,control4,control5,control6,exposed1,exposed2,exposed3,exposed4,exposed5,exposed6,control_mean,exposed_mean
Olfr552,7,"102,597,656","102,608,125",+,"4,320",207.83,146.65,164.81,287.82,229.82,166.57,90.94,177.67,137.67,308.03,301.38,257.54,200.58,212.20
Olfr873,9,"20,298,532","20,303,455",+,"4,924",168.00,167.96,210.30,224.62,183.41,248.69,175.56,139.23,184.24,138.65,174.82,169.03,200.50,163.59
Olfr1361,13,"21,656,880","21,663,386",-,"2,843",204.37,207.18,212.02,240.89,181.91,155.63,107.36,157.17,136.32,254.46,194.85,175.56,200.33,170.95
Olfr1387,11,"49,455,343","49,464,001",+,"4,910",96.12,120.22,97.86,324.11,259.01,299.52,181.87,135.82,149.15,270.21,287.72,274.23,199.47,216.50
Olfr549,7,"102,549,870","102,555,842",+,"1,891",238.14,168.82,210.30,233.38,197.63,143.11,99.78,197.32,151.84,271.79,268.60,264.07,198.56,208.90
Olfr479,7,"108,050,693","108,056,600",+,"3,065",233.81,189.28,206.87,202.10,160.95,195.51,173.03,216.96,175.47,174.10,195.76,141.47,198.09,179.47
Olfr1265,2,"90,035,246","90,042,347",+,"5,925",239.01,239.58,191.42,193.96,159.45,165.01,162.93,215.26,222.03,174.89,190.30,199.50,198.07,194.15
Olfr354,2,"36,905,643","36,916,038",+,"9,807",181.85,172.23,217.17,212.73,167.69,228.36,179.98,171.69,171.42,155.98,192.12,166.13,196.67,172.89
Olfr1511,14,"52,389,794","52,397,379",-,"1,472",198.31,165.41,197.43,241.52,206.61,153.28,137.67,182.80,176.14,240.28,232.18,239.41,193.76,201.41
Olfr1385,11,"49,489,070","49,497,496",+,"3,466",158.47,171.37,129.62,256.53,211.10,231.48,181.24,212.69,207.18,282.03,253.12,240.13,193.10,229.40
Olfr358,2,"37,002,163","37,009,335",-,"4,978",141.15,164.55,140.77,267.80,214.10,225.23,209.66,228.92,243.63,169.38,190.30,156.70,192.27,199.76
Olfr1079,2,"86,536,961","86,542,480",-,"2,141",225.15,179.05,202.58,200.22,177.42,168.92,120.62,185.36,145.10,172.53,179.37,138.57,192.22,156.92
Olfr1013,2,"85,767,118","85,774,496",+,"4,752",161.94,186.72,168.24,218.37,194.63,218.97,121.25,164.00,131.60,184.34,199.40,213.29,191.48,168.98
Olfr1202,2,"88,814,510","88,820,739",+,"4,051",249.40,195.25,147.64,181.45,144.48,228.36,147.77,221.23,213.93,196.95,165.71,224.90,191.10,195.08
Olfr685,7,"105,178,416","105,186,075",-,"3,583",172.33,151.76,147.64,285.31,211.85,175.96,79.57,182.80,143.07,237.91,252.21,207.49,190.81,183.84
Olfr1154,2,"87,901,415","87,905,153",-,"2,745",224.29,121.92,164.81,239.01,219.34,171.27,71.99,137.52,129.57,209.55,183.92,170.49,190.11,150.51
Olfr107,17,"37,399,406","37,407,477",+,"4,322",151.55,138.12,175.11,216.49,211.85,241.65,124.41,180.23,141.72,182.77,290.45,179.19,189.13,183.13
Olfr802,10,"129,677,683","129,688,169",-,"5,545",161.07,151.76,173.39,227.75,195.38,225.23,159.77,148.63,179.51,210.34,214.88,185.00,189.10,183.02
Olfr1461,19,"13,163,008","13,168,168",+,"3,522",188.78,146.65,169.96,183.33,202.12,240.09,185.66,190.48,176.81,167.80,204.87,161.05,188.49,181.11
Olfr76,19,"12,118,128","12,123,196",-,"3,036",209.57,199.51,213.74,175.19,165.44,165.79,189.45,145.21,146.45,196.95,242.20,199.50,188.21,186.63
Olfr725,14,"50,034,314","50,040,375",-,"1,590",178.39,251.52,163.09,128.89,212.60,191.60,136.41,241.73,196.39,129.20,202.13,150.17,187.68,176.01
Olfr910,9,"38,537,825","38,540,830",+,"2,030",96.12,89.52,100.43,305.34,244.04,287.79,110.51,89.69,95.83,230.03,246.75,246.66,187.21,169.91
Olfr1411,1,"92,594,411","92,597,753",+,"1,901",168.00,206.33,240.35,172.69,160.20,171.27,209.66,215.26,195.04,195.37,309.58,219.09,186.47,224.00
Olfr851,9,"19,496,449","19,500,954",+,"4,506",164.53,153.47,129.62,200.22,244.04,217.41,280.39,217.82,195.71,166.22,184.83,177.02,184.88,203.67
Olfr1122,2,"87,385,849","87,391,986",+,"5,092",217.36,226.79,181.98,167.68,160.20,154.84,106.72,158.88,175.47,169.38,131.11,181.37,184.81,153.82
Olfr1030,2,"85,979,312","85,988,443",+,"4,688",171.46,125.33,201.72,229.63,190.14,189.25,125.04,174.25,151.17,210.34,256.77,199.50,184.59,186.18
Olfr845,9,"19,336,489","19,341,718",+,"3,540",169.73,183.31,180.26,217.11,171.43,184.56,186.29,136.67,148.47,175.68,165.71,153.07,184.40,160.98
Olfr63,17,"33,264,628","33,273,114",+,"4,541",116.91,125.33,111.59,275.93,235.06,234.61,158.51,147.77,175.47,270.21,295.92,237.23,183.24,214.18
Olfr1309,2,"111,979,876","111,985,309",-,"4,274",203.50,269.42,140.77,92.60,208.86,180.65,183.77,186.21,172.77,144.17,140.22,151.62,182.64,163.13
Olfr732,14,"50,278,210","50,284,206",-,"4,136",212.16,181.61,163.95,185.20,170.68,175.96,156.61,152.90,183.56,188.28,172.09,148.00,181.59,166.91
Olfr713,7,"107,031,179","107,040,994",+,"6,324",192.25,142.39,169.10,210.86,190.89,179.09,145.25,146.92,154.54,228.46,213.97,227.80,180.76,186.16
Olfr771,10,"129,160,003","129,164,751",-,"2,098",188.78,186.72,176.83,175.82,138.49,216.63,203.34,141.80,197.74,167.80,206.69,166.86,180.54,180.70
Olfr215,6,"116,580,084","116,584,195",-,"4,112",146.35,179.05,184.55,197.72,178.91,194.73,159.77,181.09,169.39,155.98,189.39,150.17,180.22,167.63
Olfr1100,2,"86,976,063","86,979,899",-,"2,848",185.32,202.92,184.55,148.91,188.65,166.57,147.14,133.25,125.53,176.47,204.87,182.82,179.49,161.68
Olfr1324,X,"50,421,045","50,428,451",-,"5,714",185.32,139.83,139.92,240.89,173.67,192.38,218.50,130.69,206.51,204.83,230.36,205.31,178.67,199.37
Olfr859,9,"19,804,906","19,813,577",+,"5,549",183.59,194.40,165.67,182.08,190.89,145.46,243.76,218.67,212.58,186.71,283.17,231.43,177.01,229.39
Olfr704,7,"106,863,104","106,870,921",+,"5,052",278.84,204.63,260.95,110.75,93.57,107.14,146.51,109.34,163.32,135.50,146.59,119.70,175.98,136.83
Olfr101,17,"37,297,556","37,304,313",-,"3,081",158.47,134.71,175.11,203.35,201.37,181.43,145.88,221.23,169.39,126.83,170.27,174.84,175.74,168.07
Olfr71,4,"43,704,562","43,710,255",-,"2,731",193.98,241.29,190.56,153.92,146.72,118.87,232.39,128.13,174.12,121.32,208.51,156.70,174.22,170.19
Olfr1389,11,"49,423,067","49,432,968",+,"3,770",177.52,128.74,119.31,203.35,241.80,174.40,142.09,134.11,172.09,225.31,197.58,216.92,174.19,181.35
Olfr824,10,"130,123,502","130,129,989",-,"3,819",170.60,151.76,169.96,177.70,182.66,188.47,143.35,132.40,153.19,169.38,162.07,138.57,173.52,149.83
Olfr506,7,"108,610,939","108,615,308",+,"3,044",202.64,140.68,175.97,213.99,175.17,129.82,68.20,111.90,80.98,158.35,163.89,160.33,173.04,123.94
Olfr237-ps1,6,"43,146,592","43,157,169",+,"4,200",211.30,147.50,217.17,180.82,150.47,130.60,110.51,142.65,105.28,248.15,207.60,157.43,172.98,161.94
Olfr56,11,"49,130,159","49,135,387",+,"1,603",148.95,138.12,121.89,232.13,193.89,202.55,185.66,187.07,161.97,215.07,234.91,267.70,172.92,208.73
Olfr1308,2,"111,959,285","111,964,944",-,"2,363",204.37,196.10,211.16,148.29,117.53,158.75,183.77,178.53,213.93,138.65,178.46,203.86,172.70,182.87
Olfr1019,2,"85,839,632","85,845,445",-,"2,982",181.85,110.84,123.61,235.89,208.11,174.40,117.46,193.05,157.92,226.88,249.48,224.90,172.45,194.95
Olfr893,9,"38,208,418","38,211,566",+,"2,839",180.12,134.71,183.69,202.10,166.94,162.66,147.14,166.57,125.53,178.04,184.83,157.43,171.70,159.92
Olfr209,16,"59,361,160","59,363,993",-,"1,444",174.06,134.71,134.77,210.23,180.41,183.78,166.72,120.44,152.52,175.68,235.82,185.00,169.66,172.70
Olfr61,7,"140,628,864","140,638,925",+,"1,591",157.61,161.14,153.65,186.46,155.71,196.29,195.77,146.92,175.47,169.38,180.28,192.25,168.48,176.68
Olfr1320,X,"49,672,333","49,684,825",+,"1,995",202.64,165.41,166.53,167.68,142.98,163.45,128.83,121.29,128.90,174.10,140.22,144.37,168.11,139.62
Olfr681,7,"105,116,836","105,125,523",+,"4,729",155.01,104.87,127.04,313.47,157.95,149.37,81.46,133.25,151.84,288.33,234.00,241.58,167.95,188.41
Olfr1033,2,"86,021,722","86,044,987",+,"4,629",168.86,151.76,115.02,222.12,198.38,150.15,89.67,168.27,134.97,256.03,234.00,240.13,167.72,187.18
Olfr1357,10,"78,611,003","78,618,074",-,"2,306",219.09,134.71,157.08,183.33,179.66,123.56,92.20,167.42,128.22,230.82,182.10,180.64,166.24,163.57
Olfr566,7,"102,855,231","102,858,755",-,"2,146",189.65,140.68,151.07,243.39,148.22,123.56,83.99,158.88,126.87,211.92,305.93,174.84,166.10,177.07
Olfr1214,2,"88,986,442","88,992,754",-,"2,269",169.73,152.62,174.25,170.19,143.73,179.87,184.40,179.38,222.71,215.85,173.91,221.99,165.06,199.71
Olfr640,7,"104,021,372","104,022,316",-,945,194.84,124.48,177.68,205.85,173.67,112.61,76.41,140.94,114.05,207.19,234.91,182.09,164.86,159.27
Olfr460,6,"40,569,387","40,574,374",+,"3,503",177.52,173.08,172.53,174.57,132.50,152.50,202.08,145.21,145.77,126.83,199.40,155.25,163.78,162.43
Olfr295,7,"86,583,862","86,591,128",+,"6,013",144.62,204.63,161.37,125.14,158.70,186.91,157.88,64.06,107.30,118.17,125.65,136.39,163.56,118.24
Olfr1353,10,"78,963,309","78,971,338",+,"1,993",182.72,150.06,186.27,179.57,134.75,146.24,162.30,133.25,122.15,142.59,153.88,162.51,163.27,146.11
Olfr1217,2,"89,021,411","89,032,066",-,"4,189",106.51,118.51,94.42,260.29,190.14,208.02,147.14,90.54,132.27,219.01,285.90,237.95,162.98,185.47
Olfr122,17,"37,768,378","37,773,749",+,"2,573",164.53,144.94,131.33,198.97,155.71,181.43,131.98,122.15,132.95,164.65,185.75,171.21,162.82,151.45
Olfr97,17,"37,230,963","37,237,330",-,"2,216",173.19,184.16,183.69,137.65,147.47,149.37,155.98,158.02,155.22,167.01,204.87,175.56,162.59,169.44
Olfr362,2,"37,101,660","37,118,031",-,"4,385",169.73,98.90,165.67,177.70,180.41,183.00,147.14,89.69,94.48,153.62,147.50,169.03,162.57,133.58
Olfr155,4,"43,851,564","43,857,595",+,"3,556",180.99,177.34,157.94,170.19,143.73,142.33,174.93,120.44,124.18,129.20,211.24,189.35,162.09,158.22
Olfr750,14,"51,063,189","51,074,586",-,"9,289",199.17,170.52,226.61,110.12,139.24,122.78,109.88,130.69,156.57,136.29,117.46,148.00,161.41,133.15
Olfr1034,2,"86,045,861","86,049,911",+,"4,051",200.04,146.65,163.95,188.96,148.97,118.87,76.41,128.98,128.22,195.37,203.96,165.41,161.24,149.73
Olfr1305,2,"111,868,075","111,877,149",-,"1,928",124.70,133.01,97.00,195.22,219.34,197.07,182.50,140.09,184.91,184.34,211.24,179.92,161.06,180.50
Olfr578,7,"102,982,269","102,989,324",-,"3,004",206.97,130.45,169.10,192.71,155.71,110.27,77.68,139.23,108.65,229.25,251.30,224.17,160.87,171.71
Olfr698,7,"106,749,889","106,755,397",-,"4,027",135.96,156.88,146.78,200.22,157.20,166.57,174.30,146.92,159.94,173.31,182.10,153.80,160.60,165.06
Olfr804,10,"129,703,210","129,710,018",+,"6,491",154.14,154.32,167.38,175.82,146.72,157.97,109.25,119.59,139.70,142.59,168.45,140.74,159.39,136.72
Olfr553,7,"102,611,281","102,618,198",-,"3,987",187.92,133.86,175.11,183.95,136.24,131.38,75.78,131.54,124.18,194.58,175.73,142.19,158.08,140.67
Olfr652,7,"104,560,901","104,568,191",+,"4,380",170.60,94.64,132.19,257.78,158.70,132.95,83.99,112.75,99.21,229.25,215.79,145.82,157.81,147.80
Olfr1124,2,"87,430,277","87,436,622",+,"2,976",194.84,180.75,153.65,167.68,140.74,104.79,182.50,107.63,94.48,167.80,142.04,130.58,157.08,137.51
Olfr550,7,"102,571,243","102,583,011",+,"5,105",144.62,145.80,131.33,145.16,199.13,174.40,126.30,192.19,171.42,231.61,225.81,198.05,156.74,190.90
Olfr974,9,"39,937,516","39,943,295",+,"1,718",183.59,139.83,183.69,141.41,168.43,122.78,139.56,163.15,124.18,181.19,179.37,149.45,156.62,156.15
Olfr393,11,"73,844,413","73,851,454",-,"4,087",204.37,154.32,170.82,163.31,112.29,132.95,129.46,146.07,141.05,137.86,132.02,117.53,156.34,134.00
Olfr62,4,"118,658,952","118,668,042",+,"2,690",200.91,138.98,142.49,163.31,157.20,132.17,88.41,132.40,111.35,142.59,127.47,142.19,155.84,124.07
Olfr881,9,"37,991,872","37,996,236",+,"4,018",191.38,106.58,133.05,205.23,163.94,134.51,72.62,141.80,120.13,178.83,198.49,159.60,155.78,145.24
Olfr843,9,"19,245,328","19,249,845",-,"4,518",174.06,167.96,147.64,144.53,131.75,164.23,125.04,125.57,94.48,126.05,122.01,126.96,155.03,120.02
Olfr1148,2,"87,830,776","87,835,886",+,"2,936",144.62,154.32,133.05,172.69,167.69,156.41,130.09,113.61,91.11,167.80,180.28,155.98,154.80,139.81
Olfr1381,11,"49,543,588","49,556,109",+,"4,797",136.82,118.51,109.87,202.72,179.66,177.52,187.56,158.88,135.65,210.34,205.78,188.62,154.19,181.14
Olfr90,17,"37,083,871","37,088,499",-,"3,188",180.99,137.27,150.22,177.70,139.24,139.20,191.35,171.69,168.72,137.86,150.24,131.31,154.10,158.53
Olfr1406,1,"173,181,853","173,190,640",-,"3,265",168.86,85.26,152.79,153.29,247.78,115.74,160.40,150.34,141.05,237.91,152.97,107.37,153.96,158.34
Olfr1176,2,"88,336,721","88,342,000",+,"2,776",300.49,212.30,193.13,90.73,110.04,16.42,111.78,179.38,161.97,131.56,74.66,78.35,153.85,122.95
Olfr1471,19,"13,443,409","13,451,527",+,"3,859",143.75,164.55,163.09,165.81,134.75,145.46,173.66,125.57,135.65,152.04,126.56,109.55,152.90,137.17
Olfr469,7,"107,820,566","107,825,541",-,"3,171",187.05,149.21,117.60,163.31,129.51,169.70,163.56,126.42,130.25,198.52,223.08,175.56,152.73,169.57
Olfr1340,4,"118,720,195","118,728,362",+,"2,480",193.98,151.76,158.80,137.65,153.46,116.52,116.83,212.69,180.86,178.83,148.41,157.43,152.03,165.84
Olfr1143,2,"87,801,408","87,804,681",+,"3,030",127.30,155.18,148.50,203.35,119.03,158.75,131.35,143.50,133.62,145.74,180.28,141.47,152.02,146.00
Olfr452,6,"42,785,093","42,791,619",+,"2,813",164.53,135.57,136.48,175.82,131.75,167.36,155.35,155.46,162.64,163.86,108.35,149.45,151.92,149.19
Olfr811,10,"129,800,615","129,804,396",-,"2,542",138.56,121.07,129.62,203.35,166.94,150.93,72.62,123.00,85.03,177.25,191.21,206.03,151.74,142.53
Olfr615,7,"103,556,079","103,563,798",+,"4,387",193.98,113.40,118.46,218.37,156.46,106.36,96.62,142.65,128.22,169.38,166.62,139.29,151.17,140.46
Olfr1080,2,"86,553,181","86,558,138",-,979,137.69,132.15,147.64,185.20,154.21,146.24,141.46,116.17,135.65,148.89,180.28,153.07,150.52,145.92
Olfr1255,2,"89,812,042","89,818,057",+,"2,488",130.76,146.65,173.39,168.94,145.23,132.17,126.30,128.98,141.05,144.95,174.82,146.55,149.52,143.77
Olfr878,9,"37,917,954","37,922,441",+,"4,096",191.38,109.13,129.62,185.20,170.68,111.05,102.94,192.19,157.92,201.67,246.75,200.23,149.51,183.62
Olfr151,9,"37,708,964","37,716,223",-,"1,667",154.14,115.10,134.77,200.22,172.93,118.87,81.46,127.27,122.83,245.00,238.56,219.82,149.34,172.49
Olfr632,7,"103,934,346","103,940,571",+,"3,275",158.47,98.90,155.37,200.22,168.43,100.10,99.15,140.09,101.23,179.62,181.19,173.39,146.92,145.78
Olfr204,16,"59,307,197","59,318,248",-,"4,211",108.25,107.43,100.43,194.59,173.67,190.82,130.09,94.81,132.95,217.43,216.70,242.31,145.86,172.38
Olfr463,11,"87,892,618","87,897,387",-,"2,416",155.87,156.03,133.05,147.04,124.27,157.97,148.40,109.34,118.78,147.32,189.39,135.66,145.70,141.48
Olfr127,17,"37,900,486","37,906,201",+,"3,091",145.48,109.99,167.38,138.90,184.15,126.69,129.46,94.81,128.90,123.68,101.98,108.82,145.43,114.61
Olfr1045,2,"86,195,904","86,202,914",-,"2,951",168.00,115.96,144.21,165.81,145.98,132.17,70.73,102.50,102.58,166.22,156.61,148.72,145.35,124.56
Olfr361,2,"37,083,736","37,089,225",-,"2,684",155.01,173.93,256.65,99.48,77.85,108.70,144.61,123.86,157.24,96.90,111.99,153.07,145.27,131.28
Olfr1208,2,"88,895,572","88,902,282",-,"2,868",159.34,121.07,119.31,187.71,126.51,156.41,176.19,112.75,147.80,135.50,121.10,134.21,145.06,137.92
Olfr1107,2,"87,068,687","87,075,882",-,"4,437",116.04,160.29,131.33,138.90,160.95,159.54,170.51,142.65,197.06,120.53,140.22,140.02,144.51,151.83
Olfr1408,1,"173,128,049","173,137,374",-,"3,453",115.17,120.22,113.31,190.84,169.18,156.41,102.30,165.71,140.37,169.38,176.64,120.43,144.19,145.81
Olfr1466,19,"13,338,866","13,343,568",+,"1,973",128.16,110.84,127.90,125.76,171.43,197.86,137.67,147.77,124.18,128.41,128.38,152.35,143.66,136.46
Olfr1157,2,"87,960,481","87,968,297",-,"2,623",156.74,104.02,134.77,177.07,176.67,111.83,83.36,123.86,111.35,175.68,167.53,193.70,143.52,142.58
Olfr1020,2,"85,847,030","85,851,794",+,"2,674",175.79,131.30,145.92,157.67,130.26,116.52,119.35,153.75,155.89,183.56,216.70,226.35,142.91,175.93
Olfr633,7,"103,944,420","103,948,963",+,"3,932",160.20,97.20,132.19,214.61,134.75,114.96,53.68,83.71,92.46,166.22,223.08,200.23,142.32,136.56
Olfr1239,2,"89,417,044","89,420,407",-,"1,660",138.56,164.55,142.49,135.15,120.52,147.81,168.61,100.79,144.42,126.83,165.71,110.27,141.51,136.11
Olfr1156,2,"87,947,053","87,952,994",-,"3,272",125.57,95.49,125.32,183.95,181.91,134.51,97.25,146.92,132.27,185.13,188.48,187.90,141.13,156.33
Olfr716,7,"107,138,327","107,149,509",+,"3,110",147.22,124.48,138.20,166.43,144.48,125.13,121.88,116.17,120.80,146.53,126.56,120.43,140.99,125.40
Olfr1431,19,"12,199,968","12,212,191",+,"3,252",226.02,109.13,169.96,133.90,107.05,98.54,130.09,128.13,140.37,122.90,74.66,116.08,140.77,118.70
Olfr75-ps1,11,"73,404,076","73,409,887",-,"2,684",166.27,119.37,179.40,113.88,131.75,133.73,126.93,126.42,114.05,114.23,154.79,148.72,140.73,130.86
Olfr1366,13,"21,535,523","21,542,808",-,"2,795",163.67,125.33,181.12,146.41,119.03,107.92,46.10,73.46,80.31,170.16,142.04,132.04,140.58,107.35
Olfr119,17,"37,696,664","37,702,647",+,"2,146",159.34,153.47,169.96,122.64,105.55,132.17,126.93,126.42,149.15,130.77,141.13,132.76,140.52,134.53
Olfr67,7,"103,784,510","103,791,830",-,"3,944",130.76,92.08,118.46,220.24,171.43,109.49,62.52,85.42,74.91,244.22,144.77,175.56,140.41,131.23
Olfr123,17,"37,793,529","37,798,373",+,"2,957",148.08,135.57,145.07,145.79,122.77,144.68,134.51,122.15,132.95,137.08,124.74,133.49,140.32,130.82
Olfr686,7,"105,201,858","105,207,434",-,"2,834",138.56,127.04,139.06,121.38,170.68,143.11,102.30,105.06,91.78,129.20,118.37,70.37,139.97,102.85
Olfr1155,2,"87,941,637","87,945,101",-,"2,094",149.81,119.37,127.90,174.57,135.50,131.38,90.94,157.17,136.32,170.95,211.24,199.50,139.75,161.02
Olfr2,7,"106,995,988","107,006,072",-,"2,006",116.04,168.82,126.18,124.51,169.18,125.13,130.09,88.84,104.60,127.62,76.48,108.10,138.31,105.96
Olfr13,6,"43,172,140","43,177,460",+,"3,709",142.89,161.14,152.79,125.14,121.27,125.91,87.15,104.21,98.53,150.47,173.91,148.00,138.19,127.04
Olfr70,4,"43,695,000","43,700,807",-,"2,352",157.61,190.13,154.51,128.27,109.29,86.02,140.19,99.94,118.78,80.35,142.95,121.15,137.64,117.23
Olfr99,17,"37,279,047","37,283,396",-,"1,710",122.97,132.15,181.98,123.89,95.07,161.10,85.25,126.42,134.30,123.68,113.81,71.82,136.19,109.22
Olfr1291-ps1,2,"111,497,263","111,504,240",+,"5,007",114.31,133.86,185.41,138.90,92.08,152.50,191.98,89.69,120.80,121.32,96.51,110.27,136.18,121.76
Olfr924,9,"38,848,091","38,851,495",+,"3,405",119.50,80.15,90.99,217.74,155.71,151.72,42.94,110.19,84.36,215.85,213.06,215.47,135.97,146.98
Olfr319,11,"58,699,162","58,703,472",+,"2,500",190.51,114.25,130.47,130.14,113.04,136.86,119.35,83.71,110.00,140.23,142.04,119.70,135.88,119.17
Olfr403,11,"74,186,249","74,198,612",+,"3,444",148.95,136.42,129.62,153.92,99.56,136.08,130.72,119.59,118.10,129.20,127.47,89.96,134.09,119.17
Olfr867,9,"20,050,963","20,057,543",-,"4,590",131.63,138.12,124.46,154.55,118.28,136.86,116.20,126.42,159.27,127.62,103.80,97.21,133.98,121.75
Olfr1184,2,"88,483,575","88,489,752",+,"3,655",84.87,69.91,159.66,155.17,181.16,151.72,413.64,267.36,357.00,343.48,290.45,463.58,133.75,355.92
Olfr1513,14,"52,345,930","52,356,408",-,"4,438",168.00,113.40,134.77,165.81,113.04,98.54,72.62,116.17,99.21,185.13,192.12,194.43,132.26,143.28
Olfr1129,2,"87,573,903","87,577,251",+,"2,403",132.49,125.33,131.33,135.15,130.26,138.42,180.61,181.94,128.90,123.68,145.68,154.53,132.16,152.56
Olfr502,7,"108,520,890","108,525,064",-,"3,216",182.72,87.82,116.74,128.89,146.72,125.91,106.72,126.42,85.71,137.08,127.47,129.86,131.47,118.88
Olfr609,7,"103,489,918","103,498,002",-,"3,478",161.07,115.10,124.46,173.32,142.23,71.17,85.88,119.59,120.13,150.47,163.89,140.02,131.23,130.00
Olfr1532-ps1,7,"106,908,001","106,915,405",+,"1,579",157.61,121.07,133.05,142.66,127.26,102.45,120.62,94.81,105.95,153.62,155.70,140.74,130.68,128.57
Olfr437,6,"43,163,264","43,169,861",+,"2,971",140.29,122.78,169.96,121.38,124.27,104.01,73.89,143.50,108.65,121.32,142.04,138.57,130.45,121.33
Olfr231,1,"174,113,254","174,121,162",-,"5,161",148.95,92.93,122.75,168.31,147.47,101.67,65.04,102.50,105.95,184.34,214.88,166.13,130.35,139.81
Olfr544,7,"102,482,302","102,488,355",-,"3,041",136.82,109.99,121.03,158.93,144.48,110.27,89.04,170.84,112.03,166.22,199.40,126.96,130.25,144.08
Olfr689,7,"105,311,040","105,319,662",+,"5,848",134.23,115.10,145.92,171.44,108.55,102.45,75.15,105.92,103.25,126.05,87.41,120.43,129.61,103.03
Olfr1085,2,"86,656,679","86,662,019",-,"2,190",105.65,119.37,99.57,166.43,159.45,126.69,92.20,111.90,93.13,119.74,118.37,137.84,129.53,112.20
Olfr601,7,"103,357,094","103,362,644",-,"2,255",171.46,117.66,175.97,149.54,86.84,75.08,62.52,76.88,93.81,167.80,136.58,114.62,129.42,108.70
Olfr406-ps,11,"74,259,865","74,271,624",+,"2,869",134.23,127.89,145.92,125.14,106.30,134.51,123.77,139.23,143.07,114.23,183.01,157.43,129.00,143.46
Olfr1032,2,"86,005,540","86,009,125",+,"1,454",174.93,104.87,119.31,143.91,142.23,85.24,44.21,130.69,107.30,160.71,183.92,140.02,128.42,127.81
Olfr1316,2,"112,127,653","112,134,972",-,"3,848",103.05,149.21,138.20,128.27,128.76,122.78,120.62,118.73,137.67,135.50,152.06,153.80,128.38,136.40
Olfr96,17,"37,220,098","37,226,673",+,"2,209",109.11,84.41,127.04,119.51,181.16,147.02,96.62,108.48,85.71,153.62,148.41,140.02,128.04,122.14
Olfr1140,2,"87,743,752","87,747,581",+,"1,443",141.15,126.19,120.17,135.15,92.08,149.37,94.73,66.63,81.66,115.81,106.53,96.49,127.35,93.64
Olfr346,2,"36,685,789","36,691,301",+,"4,111",157.61,170.52,100.43,99.48,136.99,96.97,176.19,140.09,163.32,138.65,129.29,89.23,127.00,139.46
Olfr429,1,"174,084,371","174,091,343",+,"2,534",107.38,113.40,77.25,154.55,153.46,153.28,96.62,100.79,91.78,156.77,153.88,172.66,126.55,128.75
Olfr818,10,"129,944,240","129,949,196",-,"2,233",112.58,106.58,133.91,159.55,126.51,119.65,90.31,113.61,120.80,174.89,147.50,168.31,126.46,135.90
Olfr610,7,"103,505,375","103,512,122",-,"1,643",161.07,98.05,128.76,165.81,125.76,78.20,70.10,126.42,107.98,155.19,191.21,164.68,126.28,135.93
Olfr644,7,"104,066,498","104,071,837",-,"2,612",164.53,78.44,140.77,157.05,135.50,80.55,85.25,135.82,118.78,126.05,129.29,118.25,126.14,118.91
Olfr913,9,"38,592,773","38,596,217",+,"2,421",127.30,141.53,113.31,128.89,122.77,115.74,115.57,94.81,120.13,110.29,139.31,109.55,124.92,114.94
Olfr1198,2,"88,745,243","88,751,361",-,"2,371",108.25,144.94,106.44,133.27,126.51,129.82,169.87,127.27,122.83,131.56,146.59,137.11,124.87,139.21
Olfr914,9,"38,605,144","38,607,726",+,"1,654",145.48,101.46,101.29,123.89,108.55,168.14,131.98,104.21,116.75,148.10,154.79,123.33,124.80,129.86
Olfr459,6,"41,768,770","41,775,167",-,"3,775",121.24,127.04,135.62,143.91,129.51,89.93,156.61,140.09,126.87,79.57,124.74,116.80,124.54,124.11
Olfr125,17,"37,832,949","37,838,490",+,"3,892",129.90,101.46,121.89,131.39,142.23,114.18,105.46,81.15,123.50,136.29,94.69,130.58,123.51,111.95
Olfr142,2,"90,250,105","90,257,593",-,"3,664",135.96,76.73,114.16,147.66,147.47,114.18,135.14,127.27,95.83,114.23,91.96,68.19,122.70,105.44
Olfr5,7,"6,478,975","6,486,941",-,"2,329",119.50,118.51,94.42,125.76,166.19,110.27,149.67,135.82,161.97,144.95,173.91,127.68,122.44,149.00
Olfr769,10,"129,108,952","129,117,861",-,"4,325",132.49,131.30,150.22,101.99,104.05,114.18,79.57,94.81,72.89,160.71,125.65,131.31,122.37,110.82
Olfr376,11,"73,371,246","73,377,836",+,"3,342",171.46,128.74,121.03,129.52,101.81,78.99,72.62,111.04,83.01,122.90,151.15,106.64,121.93,107.89
Olfr457,6,"42,467,998","42,476,278",-,"4,364",109.98,116.81,133.05,150.17,107.80,112.61,107.99,100.79,80.98,99.26,147.50,125.51,121.74,110.34
Olfr1322,X,"49,884,999","49,891,455",-,"1,850",108.25,204.63,31.76,107.62,128.76,149.37,101.67,83.71,107.30,158.35,73.75,116.80,121.73,106.93
Olfr77,9,"19,916,982","19,922,543",+,"2,951",151.55,94.64,139.92,153.92,96.57,90.72,56.20,132.40,91.11,123.68,116.55,89.23,121.22,101.53
Olfr44,9,"39,484,024","39,493,988",-,"1,337",125.57,97.20,122.75,128.89,121.27,121.22,99.15,85.42,87.73,97.69,122.01,116.80,119.48,101.47
Olfr591,7,"103,167,087","103,178,340",-,"5,118",122.97,75.03,90.99,188.33,119.03,115.74,72.62,100.79,95.16,133.92,148.41,108.10,118.68,109.83
